"ad_date","campaign_id","adset_id","spend","impressions","reach","clicks","leads","value","url_parameters","total"
2022-05-14,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",4297,9751,14346,58,3,4384,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-08,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,6829,2677,12182,250,2,8389,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-11-09,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,3601,5467,3600,36,0,5453,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-08-01,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",25484,36102,23314,268,7,23380,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-05-14,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,2573,6934,14329,77,2,2229,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-04-09,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,41607,19846,20594,93,4,68711,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-10-15,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",16684,23882,27725,224,0,24835,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-05-21,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,4921,49167,10609,106,2,8158,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-09-15,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,5468,5112,8477,27,0,6256,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-05-04,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",13898,17095,38104,491,2,14815,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-03-28,pf4uuqaAAFuHa7gEJnQVKg==,BqE55OGr5fK+LnhF1uN6lA==,26404,9090,4756,283,2,42513,utm_source=facebook&utm_medium=ppc&utm_campaign=twitch,
2021-07-21,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,5917,17283,11193,64,1,13266,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-05-25,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",2093,2746,4552,28,2,3364,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-03-31,pf4uuqaAAFuHa7gEJnQVKg==,UIqcMN1yaehmJD9QlXFmqg==,1714,877,187,11,0,2997,utm_source=facebook&utm_medium=ppc&utm_campaign=top_gear,
2021-09-23,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,19439,64313,56558,431,18,33233,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2020-12-26,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,264,14034,11218,14,1,462,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2021-06-26,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",4864,9270,14204,124,2,8350,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-02-16,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,2225,7960,1517,47,4,3175,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-12-25,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,538,3560,3028,9,0,561,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-04-20,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,9151,14660,68427,465,11,10310,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-29,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,770,5544,7209,85,1,1122,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-05-12,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2322,11419,3914,51,0,3203,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-05-22,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",782,5198,7053,39,1,690,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-09-26,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,1058,2584,1880,7,1,1467,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-05-30,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2014,13066,5818,66,0,4059,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-11-25,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,2453,3978,5794,83,1,5787,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-11-27,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,780,974,2027,31,0,1312,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-11-13,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,280,10708,9543,2,0,347,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2021-08-24,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,4538,17199,11047,198,0,4746,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-06-11,wHoozjerL5GYr6gvvxnn1Q==,mMVUJgUJWaZ7irsgOzCOGw==,2276,15790,12082,79,1,1767,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-08-19,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2972,4164,4387,32,0,2460,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-05-02,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,8233,16208,37798,171,9,6939,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-06-11,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,4484,15764,8242,66,1,6847,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-07-22,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,1196,7535,13228,155,0,1724,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-07-09,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",17469,60544,33746,510,5,18925,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-12-10,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,197,1676,1786,5,0,330,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-07-07,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,3123,25493,19781,153,0,2734,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-07-20,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,2068,24982,23473,103,4,1697,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-12-01,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,2462,6212,15473,40,2,4404,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2022-01-30,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,998,6179,12124,93,2,1984,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-01,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,2054,11606,12498,73,0,3207,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-06-13,yaS9WL9gilMlc/ztuJKtdw==,TcH4JjAaOH8sfVIQOYMuIg==,1877,7135,5833,61,1,3235,utm_source=facebook&utm_medium=ppc&utm_campaign=presents,
2021-05-19,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",1730,10065,2471,50,1,2519,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-05-30,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",3343,3406,2543,69,1,4367,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-04-08,wZXc8Eos3JfIQ0EbtDy/Hw==,tuYFxKP7mMhEGWw7NeEPTw==,569,1039,2713,6,0,911,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2021-11-24,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,31725,31654,71689,399,16,28911,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-06-28,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,2829,4563,5816,41,1,3789,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2022-04-11,pf4uuqaAAFuHa7gEJnQVKg==,UIqcMN1yaehmJD9QlXFmqg==,911,335,419,5,0,1242,utm_source=facebook&utm_medium=ppc&utm_campaign=top_gear,
2021-06-21,+1TVQ0Ksk5C1R7k9dKSrpg==,QBLf/5REFjL80pmdlrLGCw==,3109,4093,9361,52,2,4723,"",
2021-06-05,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,303,26022,20613,6,0,502,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2022-06-13,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,11356,10489,23409,217,5,16666,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-05-17,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,1864,4388,2503,79,3,2482,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-10-29,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1292,5912,6566,6,0,1106,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-09-27,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1066,7996,7949,76,3,1715,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-09-13,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2853,6216,5846,23,1,4455,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-04-17,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,7210,62144,55892,303,2,7056,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-07-15,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,4879,3568,5584,152,2,5210,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-05-26,wHoozjerL5GYr6gvvxnn1Q==,gAoh0JEq+LNsLjueG/FkLg==,1486,18218,13572,66,2,1777,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-04-03,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,7095,8233,21455,89,4,11621,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-05-05,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",6610,31588,26187,211,1,9346,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-06-27,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,185,49,125,1,0,257,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-10-31,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,22745,6054,8858,58,1,19187,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-11-14,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,628,6799,2927,146,1,1545,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-07-31,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,2691,14538,8288,176,1,4241,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-06-20,wHoozjerL5GYr6gvvxnn1Q==,mMVUJgUJWaZ7irsgOzCOGw==,4364,19693,5675,36,2,4251,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-05-09,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2264,10717,11166,33,1,3698,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-30,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,14397,18870,54901,430,10,22900,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-05-22,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,1807,2361,5112,47,0,3015,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-06-03,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,2847,5439,3379,136,2,2434,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-08-15,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,5624,6138,6207,84,1,4888,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-11-30,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2438,8699,2065,20,1,3329,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-06-07,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,9182,30374,44374,77,4,15947,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-08-08,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,1282,14956,11560,179,3,1466,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-12-07,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,906,3575,2336,33,1,1226,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-06-14,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,2297,10650,12341,69,5,2070,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2020-12-14,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,1598,11581,10053,142,3,1589,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-11-27,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,12430,33843,23819,291,9,17605,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-08-04,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,3031,19522,25297,582,2,3997,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-06-28,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,15261,88540,87292,889,9,15453,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-06-29,+1TVQ0Ksk5C1R7k9dKSrpg==,QBLf/5REFjL80pmdlrLGCw==,0,3,6,0,0,0,"",
2021-12-25,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,788,3992,4254,7,0,652,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-08-03,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,3753,14489,12640,90,0,4879,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-12-22,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,1540,7786,4336,32,1,2256,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-12-25,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,3062,9822,4330,38,4,5131,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-01-02,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,2988,8208,25017,140,2,5438,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-08-04,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,846,6563,17905,7,0,1304,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2022-03-23,pf4uuqaAAFuHa7gEJnQVKg==,UIqcMN1yaehmJD9QlXFmqg==,1265,234,531,8,0,1089,utm_source=facebook&utm_medium=ppc&utm_campaign=top_gear,
2021-06-30,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,44388,29185,68286,1583,26,69906,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-07-09,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,8498,13492,19621,115,4,9581,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-10-22,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-09,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",17943,47257,31152,197,3,16487,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-04-27,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,1307,4808,9733,18,1,2917,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-09-16,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,9627,11334,20048,124,10,8364,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-12-16,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2922,3020,6365,18,1,4981,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-04-23,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",4125,35337,18658,342,1,6926,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-01-28,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,1927,4607,12441,147,1,2877,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-08-11,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,783,8374,3116,5,0,602,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2021-11-17,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,2282,3370,1182,3,0,3285,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-07-25,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",6744,97650,29808,545,1,10991,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-06-16,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,1981,34972,49991,98,5,3120,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-07-02,wHoozjerL5GYr6gvvxnn1Q==,mMVUJgUJWaZ7irsgOzCOGw==,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-06-03,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,14619,186845,138761,468,46,24158,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2020-11-22,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,3646,9922,10012,263,9,4865,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-09-04,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",38400,107630,17342,602,1,36411,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-17,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,2024,4401,2661,13,0,1942,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-08-23,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2680,18662,12945,146,1,4562,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-08-06,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,1079,13330,22768,484,1,1228,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-08-19,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,3259,24899,16911,75,4,4055,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-06-04,wHoozjerL5GYr6gvvxnn1Q==,cvJAFtMbY+tSb2rC2LFnEQ==,5089,15903,20689,33,3,5738,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-06-23,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,2425,3610,7467,43,3,2123,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-10-20,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,19261,41090,43151,196,9,28238,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-11-14,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1434,3008,720,17,1,2499,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-07-04,+1TVQ0Ksk5C1R7k9dKSrpg==,QBLf/5REFjL80pmdlrLGCw==,14,41,26,1,0,11,"",
2021-09-21,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,3463,16590,3926,26,0,3834,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-11-02,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,2862,35523,17073,450,5,4005,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-07-02,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,739,267,1376,3,1,884,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-10-13,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,1521,3867,1805,24,0,2415,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-09-25,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",10256,19884,29109,111,1,11918,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-24,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,2067,5020,5158,94,2,1962,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-04-01,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",2325,15292,7672,58,5,2317,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-09-05,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,644,2574,931,5,1,966,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-10-12,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,5799,17145,22838,67,1,6769,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-05-25,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,4299,11922,29173,370,10,6487,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-12-24,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,2311,14815,12274,75,2,3844,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-08-02,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,3577,4151,6889,16,1,3001,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-07-20,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,7116,19429,11169,342,0,8230,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-04-26,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2327,15496,4822,18,1,3003,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-01-20,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,0,0,0,0,0,0,utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-09-07,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,4603,53438,13144,261,11,4644,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-29,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,858,1844,1092,18,1,1327,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-12-16,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,3373,12714,31832,258,5,5962,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2022-05-09,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,3461,36627,46484,263,3,4624,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-10-05,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,7233,6247,13423,27,1,7833,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-09-17,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,2039,11358,10194,18,1,2454,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2022-03-23,pf4uuqaAAFuHa7gEJnQVKg==,Zq23ozPRs6SFhGqG7C28Sw==,56347,35016,15621,200,6,86118,utm_source=facebook&utm_medium=ppc&utm_campaign=twitch,
