"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters"
2021-07-07,New items,Development,1127,7506,9428,41,0,968,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-20,Hobbies,Tinkering,3285,38928,13519,136,2,3510,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-29,Hobbies,Tinkering,1381,45189,68598,190,4,1213,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-29,Hobbies,Unlimited,4375,26661,20528,137,7,3921,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-01-08,Brand,Improved,226,671,2491,0,0,361,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-09-10,Promos,Parents,1595,11950,13653,75,1,1957,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-04-19,Electronics,Narrow,5962,47308,26299,427,2,5325,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-19,New items,Development,2068,8922,3092,42,1,2215,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-01,Hobbies,Slow,1690,20037,21785,129,6,2567,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-26,Hobbies,Outdoors,3616,52513,35366,238,1,3224,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-21,Hobbies,Outdoors,6850,45645,29656,60,6,9931,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-11-24,Wholesale,Interests,1182,1095,4060,5,1,1057,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-21,Crazy discounts,Improvement,325,5631,5963,54,5,296,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-20,Wholesale,Wide,990,4798,3874,6,1,1539,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-02,Wholesale,Wide,248,3161,2816,43,1,186,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-26,Expansion,Products,8386,8433,6589,14,0,12613,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-02-27,Discounts,True power,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-17,Promos,Parents,968,2856,6144,65,0,738,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-07-05,Hobbies,Tinkering,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-12-28,Wholesale,Clean,531,1087,1871,15,0,832,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-23,Crazy discounts,Improvement,907,8346,5716,134,2,964,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-21,Wholesale,Interests,798,2477,4441,21,0,1000,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-21,Crazy discounts,Improvement,1550,10085,14735,53,7,1332,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-15,Wholesale,Wide,2307,2060,3173,15,1,3513,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-22,Expansion,Unknown,16735,29365,22170,321,4,15118,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-12-16,Wholesale,Clean,361,2145,1406,9,0,285,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-04-15,Electronics,Narrow,3288,39029,42201,424,7,2215,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-22,Hobbies,Quick,3619,3069,18333,69,2,2619,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-18,Wholesale,Wide,1672,4210,2144,28,0,1549,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-14,Crazy discounts,Improvement,2205,8514,5671,121,6,3427,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-20,Crazy discounts,Improvement,602,3762,3337,62,1,814,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2020-11-24,Discounts,True power,2402,3471,4087,155,0,2432,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-08,Promos,Parents,5319,12539,8240,121,3,8678,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-22,Hobbies,Specific,3403,9468,16856,25,2,2562,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-03-19,Expansion,Pretty,8061,3182,2777,32,0,11920,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-09-02,Promos,Parents,2051,7213,26664,265,1,1800,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-01,New items,Development,1158,16962,11460,140,3,1555,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-03-24,Expansion,Pretty,20319,2748,10928,254,5,20998,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-08-18,Wholesale,Wide,1534,891,2843,5,0,2507,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-06,Promos,Parents,4704,16093,4624,125,1,3733,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-12,Wholesale,Interests,1329,4313,12858,22,3,2025,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-06,Discounts,True power,1544,9120,6791,60,3,1202,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-12-26,Discounts,True power,834,12062,1405,249,2,1327,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-15,New items,Development,1955,6945,4536,42,2,2610,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-29,Wholesale,Interests,1233,3050,1393,35,0,1676,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-23,Hobbies,Slow,3807,33399,27171,186,3,4691,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-15,Expansion,Products,29810,37847,4775,31,4,36678,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-11,Wholesale,Interests,3002,4751,1056,25,2,2119,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-08,Expansion,Products,9821,19115,19080,157,5,6994,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-08-01,Wholesale,Interests,7044,3679,5485,127,6,7396,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-05-31,New items,Development,2170,5960,7238,61,5,2204,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-17,Expansion,Unknown,28342,6883,12952,154,0,39848,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-04-13,Expansion,Top gear,515,102,257,3,0,720,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2022-06-29,Expansion,Products,40144,13377,12567,48,0,32437,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-03-28,Hobbies,Outdoors,2940,21149,9726,387,3,4070,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-23,Wholesale,Interests,3200,3998,22619,63,3,3920,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-03,Expansion,Unknown,14992,27664,9895,244,3,21003,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-17,Wholesale,Wide,2442,4751,2312,15,1,3394,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-22,Promos,Parents,1977,5705,12837,69,1,1577,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-17,New items,Development,953,17624,14078,163,3,1043,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-05-30,Promos,Parents,2838,8812,9377,73,2,2409,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-27,Hobbies,Tinkering,2689,45300,32366,175,9,2741,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-27,Hobbies,Abstract,2782,10079,9047,30,1,2022,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-04,Hobbies,Tinkering,6632,16646,43934,231,6,4458,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-07-05,Expansion,Products,21516,9106,4686,104,4,27538,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-06-15,Electronics,Narrow,381,6700,1655,92,2,407,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-10,Wholesale,Interests,4325,1616,7262,18,1,5883,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-18,Discounts,True power,2305,5823,3322,90,4,2010,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-24,Electronics,Narrow,4422,10277,2368,164,0,5335,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-13,Expansion,Pretty,36159,4746,4555,166,4,51656,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-03-22,Expansion,Top gear,124,151,131,3,0,115,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-01-07,Brand,Improved,336,991,594,0,0,507,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2022-04-12,Expansion,Top gear,1827,254,74,6,0,1990,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2022-03-26,Hobbies,Slow,735,6545,14994,294,1,499,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-02,Hobbies,Specific,2484,5525,18657,43,1,3906,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-30,Promos,Parents,1852,36015,24759,212,7,2161,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-14,Wholesale,Wide,411,3162,1187,17,1,364,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-28,Electronics,Narrow,29119,88994,78952,160,5,19570,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-12-03,Discounts,True power,3214,4307,4263,328,1,2318,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-01-14,Discounts,True power,3318,73978,27786,261,8,3570,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-15,Promos,Parents,6625,15238,1755,67,2,5956,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-30,Expansion,Products,30390,17851,22171,30,2,38455,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-15,Expansion,Streaming,44972,13986,10349,368,2,41747,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-08-23,Wholesale,Interests,7282,7916,15424,129,2,10154,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-12-17,Wholesale,Clean,237,1312,2920,13,0,178,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-02,Expansion,Products,18383,5148,15287,22,4,14579,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-18,Wholesale,Clean,997,3058,1769,11,0,691,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-27,Brand,Travel,419,7601,892,6,0,654,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-06-16,Electronics,Narrow,627,2297,4533,108,0,984,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-06,Hobbies,Tinkering,6195,26152,37844,98,2,9017,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-31,Wholesale,Wide,791,812,3280,10,1,1050,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-31,Hobbies,Specific,2780,8391,14985,75,1,3222,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-13,Hobbies,Outdoors,2096,36750,43573,143,3,2206,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-29,New items,Development,3056,8650,6190,132,5,4832,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-19,Wholesale,Wide,187,1567,829,5,0,187,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-20,Wholesale,Interests,4496,26566,25293,83,3,3391,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-16,Promos,Parents,3201,3020,3073,74,2,2681,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-19,Expansion,Unknown,11488,2614,5478,129,0,17516,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-09-27,Promos,Parents,5419,25663,22434,57,6,4241,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-02-08,Discounts,True power,516,6553,4221,102,3,660,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-16,New items,Development,1811,4099,12034,64,1,2302,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-13,Wholesale,Interests,1966,844,2393,6,1,2799,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-01-02,Discounts,True power,1929,5175,4514,531,9,1461,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-17,Wholesale,Interests,8318,4976,10179,71,7,7485,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-17,Crazy discounts,Improvement,1864,13964,8794,218,3,1434,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-12-25,Wholesale,Clean,1592,2912,2679,3,0,1387,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-03,Hobbies,Tinkering,9834,28674,24150,298,12,13950,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-01-13,Brand,Improved,282,2814,1053,1,0,271,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-10-06,Electronics,Narrow,6408,41624,16086,235,5,8208,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-17,Hobbies,Tinkering,1746,43041,34273,122,6,1333,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-02,New items,Development,3279,7803,15570,218,1,3901,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-15,Hobbies,Specific,2597,9318,7721,33,0,3849,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-02,Promos,Parents,1894,7099,1097,49,0,2937,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-12-21,Discounts,True power,3253,8603,10721,106,4,2578,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-10-27,Expansion,Products,48639,9899,33251,22,5,54958,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-06-05,Hobbies,Specific,3366,13142,17106,44,1,4052,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-11,Expansion,Products,14208,10907,8505,24,1,16732,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-12-11,Wholesale,Wide,596,1297,1604,18,1,948,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-29,Wholesale,Clean,1539,4434,604,4,1,1942,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-24,Hobbies,Tinkering,1183,9455,45129,103,6,1763,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-16,Wholesale,Wide,216,509,521,9,0,281,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-18,Expansion,Unknown,11971,7694,15723,207,4,15604,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-08-06,Promos,Parents,4604,19405,15079,105,1,3593,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-17,Crazy discounts,Improvement,1600,7145,6928,63,5,2567,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-14,Expansion,Unknown,13708,13311,9373,57,0,21354,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-05-30,Hobbies,Tinkering,2786,23101,23314,73,1,2398,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-01,Hobbies,Tinkering,10839,34850,41900,415,10,14706,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-15,Electronics,Narrow,18973,16915,37395,162,1,28675,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-23,Electronics,Narrow,1594,10716,5161,27,1,2472,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-17,Promos,Parents,7212,27453,23802,43,0,8055,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-20,Crazy discounts,Improvement,1502,1623,13179,93,1,1173,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-01-03,Wholesale,Clean,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-08,Wholesale,Clean,903,3183,2171,25,0,699,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-18,New items,Development,3768,15950,7970,71,1,4957,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-09,Hobbies,Specific,7385,31208,30206,163,2,5921,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-27,Wholesale,Wide,192,149,162,2,0,175,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-12,Hobbies,Business,1155,5366,14495,74,2,1776,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-09,Discounts,True power,2493,5377,3442,209,3,3896,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-29,New items,Development,461,2627,7939,51,0,493,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-02,Expansion,Top gear,2115,283,167,5,0,1867,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-10-09,Promos,Parents,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-05,Electronics,Narrow,5553,62226,40817,125,1,8318,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-22,Expansion,Streaming,10242,17597,12125,190,6,12719,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-29,Wholesale,Clean,1990,3230,4725,13,2,1810,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-18,Hobbies,Tinkering,7110,16112,33539,184,0,8828,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-10,Wholesale,Interests,3807,9431,12958,102,3,3508,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-26,New items,Development,535,3665,1284,169,2,701,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-12-03,Wholesale,Clean,272,2540,955,12,1,402,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-25,Hobbies,Tinkering,7352,48016,75218,68,0,7040,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-26,Crazy discounts,Improvement,2934,15829,16300,30,4,4163,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-10,Hobbies,Tinkering,3550,21428,18819,21,5,3310,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-08,Hobbies,Outdoors,1600,57411,9401,510,4,2286,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-16,Hobbies,Outdoors,958,17394,43795,337,3,1471,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-25,Electronics,Narrow,20865,25782,27719,88,5,18365,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-21,Wholesale,Interests,9535,18035,18546,156,5,10073,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-18,Wholesale,Wide,1646,2504,1854,4,1,1094,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-03,Promos,Parents,10120,24903,3238,167,0,11163,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-22,Crazy discounts,Improvement,2914,12957,8026,153,0,3688,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-03,Expansion,Streaming,57156,13455,24452,160,2,68033,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-08-28,New items,Development,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-11,Wholesale,Clean,3762,3836,2138,19,1,4358,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-23,Promos,Parents,2060,7712,1972,52,2,1632,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-31,Crazy discounts,Improvement,1237,2794,10060,212,6,842,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-22,Wholesale,Wide,2263,2882,2050,14,0,1609,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-07,Hobbies,Tinkering,7608,21675,20184,167,9,8428,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-11,Electronics,Narrow,15909,73548,36262,285,3,18280,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-24,Electronics,Narrow,10053,21337,26439,249,4,7435,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-15,Promos,Parents,6963,17446,15221,61,1,8165,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-12,Expansion,Products,10375,25625,16120,73,1,12089,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-21,Hobbies,Tinkering,8199,49208,26860,489,8,11624,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-14,Hobbies,Tinkering,1174,12723,55929,101,2,1473,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-21,Expansion,Products,45723,13518,12719,27,0,31972,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-04-25,Promos,Parents,2933,8121,6748,48,2,4221,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-06,Electronics,Narrow,4704,35468,22859,446,8,5984,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-30,Electronics,Narrow,22557,85526,56410,409,11,18536,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-11,Wholesale,Interests,11280,7534,19498,124,3,10894,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-12-02,Wholesale,Wide,591,3406,3791,30,1,661,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-26,New items,Development,3966,12088,3245,61,5,2974,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-28,Crazy discounts,Improvement,649,9204,9855,98,2,510,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-06,Wholesale,Interests,2808,7179,3379,36,3,4260,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-25,Crazy discounts,Improvement,1058,8899,12307,239,3,1720,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-21,Wholesale,Starting up,999,5149,7834,69,2,840,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-07-17,Crazy discounts,Improvement,1958,9006,4690,294,8,2549,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-14,Crazy discounts,Improvement,2881,6790,9014,317,2,2075,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-19,Electronics,Narrow,13671,62662,55445,499,1,13590,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-23,Crazy discounts,Improvement,2543,2864,11787,73,2,3930,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-12-18,Wholesale,Clean,1946,2852,4155,4,0,1937,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-15,Wholesale,Wide,4760,10141,13511,36,3,4172,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-03,Crazy discounts,Improvement,2977,2300,13603,188,4,4712,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-27,Wholesale,Interests,8648,4674,5005,109,5,7126,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-25,Promos,Parents,10382,14135,6665,252,3,8095,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-10,Promos,Parents,2404,3057,3124,34,2,3656,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-20,Hobbies,Business,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-12-01,Wholesale,Clean,1420,5981,3157,13,1,1121,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-25,New items,Development,2328,15543,7004,190,4,1752,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-10,Crazy discounts,Improvement,1411,10122,2271,115,2,1199,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-04-26,Electronics,Narrow,5155,24984,20334,242,9,5779,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-25,Expansion,Products,25487,13776,5778,50,2,34856,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-09-18,Wholesale,Clean,2256,8576,7053,13,1,1912,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-19,Wholesale,Wide,1292,2893,1148,6,0,901,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-06,Wholesale,Wide,9,13,22,0,0,13,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-03,Wholesale,Wide,514,1779,725,34,1,446,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-19,Promos,Parents,402,8784,4187,39,1,449,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-21,New items,Development,5924,7678,10048,144,2,4197,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-22,Wholesale,Wide,1222,1514,555,10,1,1573,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-11,Promos,Parents,1356,5387,5140,41,0,1381,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-07,Wholesale,Wide,3354,861,4639,23,0,3458,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-11-01,Expansion,Products,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-20,Expansion,Products,5609,10953,12233,84,5,8818,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-01-20,Discounts,True power,1267,8527,7018,179,4,1414,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-23,Electronics,Narrow,15997,19691,33502,193,0,25291,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-10-30,Expansion,Products,41590,28477,10256,120,2,36189,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-13,Wholesale,Interests,1170,2361,970,16,0,1372,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-01,Crazy discounts,Improvement,2413,20698,20302,179,9,2370,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-15,Electronics,Narrow,36435,8896,70414,88,0,41546,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-06,New items,Development,789,2879,6656,178,1,1037,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-27,Wholesale,Interests,4406,3751,6023,47,3,6479,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-09,Electronics,Narrow,35562,34739,16609,174,11,34120,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-27,Wholesale,Wide,1346,5023,4411,24,1,1073,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-25,Electronics,Narrow,25067,81436,73851,462,10,31309,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-22,Expansion,Top gear,233,114,67,5,0,234,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-10-23,Crazy discounts,Improvement,1228,5417,3066,42,1,1338,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-07,Wholesale,Wide,1492,901,1030,34,1,1026,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-04,Electronics,Narrow,3604,35246,11657,130,4,4209,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-04,Expansion,Products,11970,10076,12274,29,1,16243,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-06-16,Expansion,Products,21566,14210,8549,65,0,18892,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-12,Wholesale,Clean,1832,1668,2769,25,1,1317,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-07,Wholesale,Wide,1254,439,2815,15,0,1357,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
